current_stock,sku_id,store_id
2,30100435,O63
4,30100435,O63
1,30100435,O64
1,30100435,O64
2,30100435,O64
1,30100435,O64
1,30100435,O64
6,30100435,O65
3,30100435,O65
1,30100435,O66
2,30100435,O66
1,30100435,O66
1,30100435,O67
3,30100435,O67
4,30100435,O67
1,30100435,O68
1,30100435,O68
1,30100435,O68
5,30100435,O68
4,30100435,O68
1,30100435,O68
3,30100435,O69
8,30100435,O69
7,30100435,O69
2,30100435,O70
2,30100435,O70
2,30100435,O70
1,30100435,O70
2,30100435,O71
1,30100435,O71
1,30100435,O72
3,30100435,O72
1,30100435,O73
2,30100435,O73
5,30100435,O73
1,30100435,O75
1,30100435,O75
1,30100435,O75
4,30100435,O75
1,30100435,O75
1,30100435,O75
5,30100435,O76
2,30100435,O76
5,30100435,O76
3,30100435,O77
7,30100435,O78
2,30100435,O78
6,30100435,O78
2,30100435,O78
7,30100435,O80
5,30100435,O80
3,30100435,O80
3,30100435,O82
1,30100435,O82
2,30100435,O83
2,30100435,O83
1,30100435,O83
1,30100435,O83
4,30100435,O84
1,30100435,O84
4,30100435,O84
5,30100435,O85
2,30100435,O85
2,30100435,O85
3,30100435,O85
1,30100435,O85
1,30100435,O85
3,30100435,O85
3,30100435,O86
1,30100435,O86
3,30100435,O86
3,30100435,O87
2,30100435,O87
2,30100435,O88
1,30100435,O88
1,30100435,O88
4,30100435,O89
2,30100435,O89
2,30100435,O89
5,30100435,O90
4,30100435,O90
4,30100435,O91
2,30100435,O91
4,30100435,O91
9,30100435,O92
2,30100435,O93
1,30100435,O94
7,30100435,O94
1,30100435,O96
3,30100435,O96
2,30100435,O96
2,30100435,O96
8,30100435,O96
2,30100435,O97
2,30100435,O97
1,30100435,O97
3,30100435,O97
7,30100435,N01
2,30100435,N01
6,30100435,N01
1,30100435,N01
1,30100435,O99
1,30100435,O99
1,30100435,O99
1,30100435,T01
1,30100435,T01
1,30100435,T02
2,30100435,T02
2,30100435,T03
2,30100435,T03
4,30100435,T04
3,30100435,T04
6,30100435,T06
1,30100435,T07
2,30100435,T07
3,30100435,T07
1,30100435,T07
1,30100435,T07
2,30100435,T09
2,30100435,T09
1,30100435,T09
1,30100435,T09
2,30100435,T11
2,30100435,T11
2,30100435,T12
4,30100435,T12
5,30100435,T12
1,30100435,T13
2,30100435,T13
1,30100435,T13
1,30100435,T13
3,30100435,T15
3,30100435,T15
2,30100435,T16
2,30100435,T16
1,30100435,T16
1,30100435,T17
5,30100435,T17
2,30100435,T18
2,30100435,T18
1,30100435,T19
3,30100435,T19
5,30100435,T20
4,30100435,T20
4,30100435,T23
2,30100435,T23
1,30100435,T23
1,30100435,T24
1,30100435,T24
2,30100435,T25
1,30100435,T25
1,30100435,T26
1,30100435,T26
1,30100435,T27
2,30100435,T27
1,30100435,T27
7,30100435,T28
1,30100435,T31
2,30100435,T31
7,30100435,T31
2,30100435,T31
6,30100435,T31
18,30100435,T32
3,30100435,T34
2,30100435,T34
1,30100435,T37
1,30100435,U04
3,30100435,U05
1,30100435,U05
2,30100435,U05
1,30100435,U08
1,30100435,U08
2,30100435,U08
1,30100435,U08
1,30100435,U13
5,30100435,U13
1,30100435,U13
1,30100435,U15
3,30100435,U17
8,30100435,N02
2,30100435,N02
1,30100250,L92
1,30100250,L97
1,30100250,T01
1,30100250,T30
1,30100250,T37
1,30100251,L28
1,30100251,L36
1,30100251,L36
1,30100251,L38
1,30100251,L39
1,30100251,L47
1,30100251,L47
1,30100251,L47
1,30100251,L47
1,30100251,L48
1,30100251,L52
0,30100251,L53
1,30100251,L53
0,30100251,L54
0,30100251,L54
1,30100251,L54
1,30100251,L57
1,30100251,L60
1,30100251,L61
1,30100251,L64
1,30100251,L65
1,30100251,L65
0,30100251,L66
0,30100251,L66
0,30100251,L66
1,30100251,L66
1,30100251,L67
1,30100251,L75
0,30100251,L78
1,30100251,L78
1,30100251,L82
1,30100251,L85
1,30100251,L89
2,30100251,N11
1,30100251,N17
1,30100251,N23
0,30100251,NS4
0,30100251,NS4
1,30100251,NS4
3,30100251,O25
2,30100251,O32
1,30100251,O33
1,30100251,O33
1,30100251,O33
1,30100251,O34
1,30100251,O39
1,30100251,O39
1,30100251,O41
1,30100251,O43
1,30100251,O45
1,30100251,O47
1,30100251,O49
1,30100251,O50
4,30100251,O54
2,30100251,O54
1,30100251,O57
1,30100251,O61
0,30100251,O67
1,30100251,O68
1,30100251,O69
1,30100251,O70
1,30100251,O72
1,30100251,O73
1,30100251,O75
1,30100251,O75
1,30100251,O76
1,30100251,O79
1,30100251,O82
1,30100251,O83
1,30100251,O84
1,30100251,O85
1,30100251,O86
1,30100251,O87
1,30100251,O88
2,30100251,O89
1,30100251,O90
1,30100251,O92
1,30100251,O96
1,30100251,O99
1,30100251,T01
1,30100251,T04
1,30100251,T06
1,30100251,T07
1,30100251,T11
1,30100251,T12
1,30100251,T13
1,30100251,T15
1,30100251,T16
1,30100251,T17
1,30100251,T18
1,30100251,T18
0,30100251,T19
2,30100251,T19
0,30100251,T23
0,30100251,T23
2,30100251,T23
1,30100251,T26
1,30100251,T27
1,30100251,T28
3,30100251,T28
1,30100251,T31
1,30100251,T31
1,30100251,T31
1,30100251,T34
1,30100251,T37
1,30100251,U04
1,30100251,U05
0,30100251,U08
1,30100251,U08
0,30100251,U15
0,30100251,U15
1,30100251,U15
1,30100251,U15
6,30100003,FDT
8,30100003,FMT
6,30100003,L27
1,30100003,L28
1,30100003,L29
2,30100003,L36
5,30100003,L39
1,30100003,L42
1,30100003,L50
1,30100003,L53
11,30100003,L57
1,30100003,L59
1,30100003,L65
2,30100003,L66
4,30100003,L66
1,30100003,L66
1,30100003,L67
2,30100003,L76
4,30100003,L76
3,30100003,L76
1,30100003,L76
1,30100003,L78
2,30100003,L87
18,30100003,L87
4,30100003,L88
1,30100003,L89
3,30100003,L95
1,30100003,L95
1,30100003,L97
5,30100003,L99
19,30100003,O32
1,30100003,O37
1,30100003,O39
1,30100003,O42
1,30100003,O43
2,30100003,O44
3,30100003,O47
2,30100003,O47
1,30100003,O49
1,30100003,O50
8,30100003,O51
6,30100003,O51
2,30100003,O54
5,30100003,O54
3,30100003,O54
2,30100003,O54
2,30100003,O56
1,30100003,O56
2,30100003,O56
1,30100003,O57
7,30100003,O60
11,30100003,O60
3,30100003,O60
1,30100003,O61
1,30100003,O61
1,30100003,O62
2,30100003,O65
1,30100003,O66
1,30100003,O66
16,30100003,O67
2,30100003,O68
46,30100003,O69
3,30100003,O75
5,30100003,O78
14,30100003,O78
2,30100003,O78
5,30100003,O78
1,30100003,O78
9,30100003,O78
4,30100003,O78
5,30100003,O78
3,30100003,O79
1,30100003,O79
1,30100003,O79
1,30100003,O80
5,30100003,O82
1,30100003,O84
7,30100003,O85
8,30100003,O85
5,30100003,O85
7,30100003,O85
1,30100003,O86
1,30100003,O87
2,30100003,O87
5,30100003,O88
2,30100003,O88
1,30100003,O89
9,30100003,O90
3,30100003,O91
1,30100003,O91
3,30100003,O94
1,30100003,O94
1,30100003,O94
3,30100003,N01
0,30100003,T01
0,30100003,T01
0,30100003,T01
0,30100003,T01
0,30100003,T01
1,30100003,T01
2,30100003,T02
1,30100003,T02
1,30100003,T03
2,30100003,T04
1,30100003,T04
2,30100003,T07
3,30100003,T12
1,30100003,T12
4,30100003,T13
3,30100003,T16
3,30100003,T16
2,30100003,T16
1,30100003,T20
2,30100003,T23
1,30100003,T24
1,30100003,T24
1,30100003,T24
1,30100003,T25
8,30100003,T26
1,30100003,T28
4,30100003,T28
2,30100003,T30
4,30100003,T32
2,30100003,T32
2,30100003,T34
1,30100003,T37
4,30100003,U04
3,30100003,U08
40,30100003,U17
1,30100003,U17
1,30100003,N02
3,30100012,FBT
1,30100012,FMT
2,30100012,L29
3,30100012,L38
2,30100012,L38
1,30100012,L39
1,30100012,L40
2,30100012,L45
5,30100012,L50
1,30100012,L52
1,30100012,L52
1,30100012,L52
1,30100012,L55
1,30100012,L60
1,30100012,L61
8,30100012,L66
1,30100012,L66
1,30100012,L66
4,30100012,L67
4,30100012,L67
1,30100012,L67
3,30100012,L76
5,30100012,L82
1,30100012,L82
1,30100012,L82
1,30100012,L85
2,30100012,L87
1,30100012,L89
6,30100012,L89
1,30100012,L89
1,30100012,L89
1,30100012,L95
1,30100012,N23
1,30100012,AOA
1,30100012,O33
6,30100012,O34
1,30100012,O34
1,30100012,O34
1,30100012,O35
1,30100012,O38
1,30100012,O40
1,30100012,O41
1,30100012,O44
1,30100012,O45
1,30100012,O47
1,30100012,O60
3,30100012,O60
1,30100012,O62
1,30100012,O63
1,30100012,O64
1,30100012,O67
1,30100012,O68
2,30100012,O68
5,30100012,O68
1,30100012,O68
1,30100012,O72
4,30100012,O73
2,30100012,O75
1,30100012,O75
3,30100012,O75
4,30100012,O79
1,30100012,O79
2,30100012,O79
1,30100012,O82
5,30100012,O86
1,30100012,O86
1,30100012,O88
2,30100012,O90
1,30100012,O90
4,30100012,O90
1,30100012,O90
1,30100012,O93
1,30100012,O94
1,30100012,O94
1,30100012,O94
4,30100012,O94
7,30100012,O96
2,30100012,O97
3,30100012,T01
1,30100012,T03
2,30100012,T12
1,30100012,T12
1,30100012,T15
1,30100012,T15
1,30100012,T16
2,30100014,FDT
1,30100014,FDT
2,30100014,FMT
2,30100014,L29
1,30100014,L29
4,30100014,L38
8,30100014,L50
7,30100014,L52
1,30100014,L56
1,30100014,L60
1,30100014,L65
9,30100014,L66
2,30100014,L66
7,30100014,L67
1,30100014,L67
1,30100014,L75
6,30100014,L76
1,30100014,L78
1,30100014,L80
7,30100014,L82
2,30100014,L82
4,30100014,L89
3,30100014,L89
1,30100014,L97
1,30100014,N12
4,30100014,N12
1,30100014,NS2
1,30100014,NS7
1,30100014,O25
1,30100014,O35
1,30100014,O40
1,30100014,O41
1,30100014,O46
2,30100014,O46
2,30100014,O46
1,30100014,O46
2,30100014,O46
1,30100014,O46
1,30100014,O46
1,30100014,O48
1,30100014,O51
1,30100014,O54
3,30100014,O60
4,30100014,O60
1,30100014,O63
2,30100014,O63
1,30100014,O65
1,30100014,O66
1,30100014,O72
6,30100014,O73
4,30100014,O75
1,30100014,O75
1,30100014,O79
1,30100014,O79
1,30100014,O80
3,30100014,O82
2,30100014,O83
5,30100014,O86
1,30100014,O88
4,30100014,O90
6,30100014,O90
4,30100014,O90
1,30100014,O94
4,30100014,O94
2,30100014,O94
1,30100014,O94
6,30100014,O96
3,30100014,O96
1,30100014,O96
2,30100014,O97
1,30100014,O97
3,30100014,T01
1,30100014,T03
3,30100014,T06
2,30100014,T12
2,30100014,T15
1,30100014,T31
7,30100014,T31
2,30100015,FMT
1,30100015,L50
1,30100015,L52
3,30100015,L66
9,30100015,L82
1,30100015,L82
2,30100015,L89
1,30100015,L89
1,30100015,AOA
1,30100015,O35
2,30100015,O38
1,30100015,O60
1,30100015,O79
8,30100015,T01
3,30100015,T15
8,30100018,FBT
2,30100018,FDT
1,30100018,FKT
1,30100018,L97
1,30100018,O34
1,30100018,O79
1,30100020,FBT
1,30100020,FDT
1,30100020,FDT
1,30100020,FMT
1,30100020,L38
2,30100020,L38
1,30100020,L38
1,30100020,L38
2,30100020,L38
1,30100020,L40
2,30100020,L45
2,30100020,L50
2,30100020,L52
1,30100020,L52
1,30100020,L52
1,30100020,L52
1,30100020,L55
1,30100020,L56
1,30100020,L60
1,30100020,L64
5,30100020,L66
2,30100020,L66
1,30100020,L67
4,30100020,L67
3,30100020,L76
1,30100020,L76
1,30100020,L80
4,30100020,L82
1,30100020,L82
7,30100020,L89
1,30100020,L95
3,30100020,L97
1,30100020,NS2
1,30100020,NS4
5,30100020,O34
1,30100020,O38
1,30100020,O40
1,30100020,O42
1,30100020,O47
1,30100020,O48
1,30100020,O51
4,30100020,O60
1,30100020,O63
1,30100020,O64
1,30100020,O64
3,30100020,O65
1,30100020,O67
3,30100020,O67
10,30100020,O68
1,30100020,O72
5,30100020,O73
3,30100020,O75
5,30100020,O79
3,30100020,O79
2,30100020,O86
1,30100020,O86
1,30100020,O88
6,30100020,O90
2,30100020,O90
7,30100020,O93
2,30100020,O94
1,30100020,O94
3,30100020,O94
2,30100020,O96
1,30100020,O97
1,30100020,O97
1,30100020,T01
2,30100020,T01
1,30100020,T03
1,30100020,T07
1,30100020,T09
5,30100020,T12
1,30100020,T15
1,30100020,T15
1,30100020,U04
1,30100020,U08
1,30100021,FBT
26,30100021,FDT
10,30100021,L28
8,30100021,L29
2,30100021,L29
1,30100021,L32
35,30100021,L36
1,30100021,L38
7,30100021,L38
1,30100021,L42
1,30100021,L47
10,30100021,L48
1,30100021,L50
15,30100021,L50
2,30100021,L52
2,30100021,L52
1,30100021,L52
4,30100021,L53
6,30100021,L53
1,30100021,L54
1,30100021,L55
10,30100021,L59
1,30100021,L60
1,30100021,L61
10,30100021,L65
6,30100021,L66
2,30100021,L66
2,30100021,L67
1,30100021,L67
7,30100021,L67
8,30100021,L75
8,30100021,L76
6,30100021,L82
1,30100021,L82
3,30100021,L82
2,30100021,L85
1,30100021,L85
11,30100021,L85
1,30100021,L87
1,30100021,L88
4,30100021,L89
1,30100021,L89
5,30100021,L89
1,30100021,L97
2,30100021,L97
10,30100021,N11
10,30100021,N12
1,30100021,N20
1,30100021,NS2
2,30100021,NS4
10,30100021,NS7
2,30100021,O24
6,30100021,O34
1,30100021,O34
1,30100021,O35
11,30100021,O35
10,30100021,O39
1,30100021,O40
1,30100021,O41
16,30100021,O42
10,30100021,O43
10,30100021,O45
10,30100021,O47
1,30100021,O48
1,30100021,O49
10,30100021,O49
1,30100021,O54
10,30100021,O57
7,30100021,O60
3,30100021,O60
10,30100021,O62
1,30100021,O64
1,30100021,O65
1,30100021,O65
8,30100021,O65
1,30100021,O67
1,30100021,O67
1,30100021,O68
2,30100021,O68
1,30100021,O68
6,30100021,O68
1,30100021,O70
4,30100021,O71
1,30100021,O72
1,30100021,O73
9,30100021,O73
1,30100021,O75
9,30100021,O75
1,30100021,O77
9,30100021,O77
2,30100021,O79
1,30100021,O79
1,30100021,O79
5,30100021,O79
1,30100021,O79
1,30100021,O82
8,30100021,O82
10,30100021,O83
2,30100021,O86
8,30100021,O86
1,30100021,O88
1,30100021,O89
1,30100021,O90
1,30100021,O90
3,30100021,O93
7,30100021,O93
9,30100021,O94
6,30100021,O96
4,30100021,O96
2,30100021,T01
11,30100021,T02
1,30100021,T03
1,30100021,T15
2,30100021,T15
10,30100021,T17
0,30100021,T23
1,30100021,T23
1,30100021,T23
1,30100021,U04
7,30100021,U09
1,30100022,FBT
0,30100022,FMT
1,30100022,L38
4,30100022,L38
1,30100022,L45
5,30100022,L50
4,30100022,L52
3,30100022,L52
2,30100022,L52
2,30100022,L53
1,30100022,L60
1,30100022,L61
1,30100022,L64
7,30100022,L66
2,30100022,L67
2,30100022,L76
1,30100022,L76
5,30100022,L76
1,30100022,L76
6,30100022,L82
3,30100022,L82
1,30100022,L88
3,30100022,L89
2,30100022,L89
1,30100022,L97
1,30100022,L97
1,30100022,N12
1,30100022,N12
1,30100022,N12
1,30100022,N17
1,30100022,NS2
2,30100022,NS7
1,30100022,O34
6,30100022,O34
1,30100022,O34
1,30100022,O34
1,30100022,O35
1,30100022,O40
1,30100022,O48
1,30100022,O51
1,30100022,O51
1,30100022,O54
7,30100022,O60
1,30100022,O63
1,30100022,O63
1,30100022,O67
1,30100022,O67
9,30100022,O68
1,30100022,O68
1,30100022,O70
1,30100022,O72
4,30100022,O73
1,30100022,O79
1,30100022,O84
1,30100022,O86
1,30100022,O88
1,30100022,O90
5,30100022,O90
1,30100022,O94
1,30100022,O94
5,30100022,O96
1,30100022,O97
3,30100022,T01
1,30100022,T03
1,30100022,T07
3,30100022,T12
1,30100022,T15
1,30100022,T15
1,30100022,T16
1,30100022,T30
4,30100022,T31
1,30100022,U01
1,30100022,U04
1,30100022,U08
1,30100026,FMT
1,30100026,FMT
6,30100026,L38
1,30100026,L45
5,30100026,L52
1,30100026,L66
6,30100026,L82
1,30100026,L89
2,30100026,O34
2,30100026,O79
1,30100026,O80
1,30100026,O86
1,30100026,O90
3,30100026,O90
1,30100026,O93
3,30100026,O94
1,30100026,T01
1,30100026,T13
3,30100026,T15
1,30100026,T16
1,30100026,T17
1,30100028,L29
1,30100028,L66
1,30100028,L67
2,30100028,L97
1,30100028,O34
1,30100028,O90
1,30100028,O96
4,30100150,FBT
7,30100150,FDT
1,30100150,L28
1,30100150,L36
2,30100150,L38
2,30100150,L48
8,30100150,L52
1,30100150,L52
1,30100150,L52
1,30100150,L56
2,30100150,L65
2,30100150,L65
1,30100150,L66
1,30100150,L67
1,30100150,L76
2,30100150,L76
4,30100150,L76
1,30100150,L76
1,30100150,L76
1,30100150,L82
2,30100150,L82
4,30100150,L82
3,30100150,L82
8,30100150,L89
1,30100150,L89
1,30100150,L92
1,30100150,L97
4,30100150,L97
1,30100150,L97
1,30100150,N12
1,30100150,NS7
4,30100150,O33
6,30100150,O34
1,30100150,O34
2,30100150,O35
1,30100150,O35
2,30100150,O39
1,30100150,O46
1,30100150,O47
1,30100150,O53
5,30100150,O60
1,30100150,O62
2,30100150,O63
1,30100150,O63
1,30100150,O67
1,30100150,O67
4,30100150,O68
1,30100150,O68
4,30100150,O68
5,30100150,O68
3,30100150,O68
4,30100150,O73
3,30100150,O75
3,30100150,O75
3,30100150,O75
1,30100150,O78
1,30100150,O78
3,30100150,O78
1,30100150,O79
8,30100150,O79
1,30100150,O79
1,30100150,O82
8,30100150,O86
1,30100150,O90
2,30100150,O92
8,30100150,O93
4,30100150,O94
2,30100150,O94
2,30100150,O94
4,30100150,O96
1,30100150,O96
1,30100150,O97
1,30100150,O97
2,30100150,T01
1,30100150,T02
3,30100150,T12
1,30100150,T15
1,30100150,T15
1,30100150,U04
1,30100150,U08
1,30100420,T30
1,30100438,FBT
2,30100438,FDT
3,30100438,FDT
5,30100438,FDT
1,30100438,FKT
1,30100438,FMT
5,30100438,FMT
1,30100438,FMT
6,30100438,FMT
1,30100438,FMT
1,30100438,L28
1,30100438,L28
1,30100438,L29
1,30100438,L33
1,30100438,L33
1,30100438,L33
2,30100438,L36
2,30100438,L38
1,30100438,L39
2,30100438,L47
1,30100438,L48
1,30100438,L50
1,30100438,L50
1,30100438,L52
1,30100438,L53
2,30100438,L54
1,30100438,L56
1,30100438,L57
1,30100438,L57
1,30100438,L60
1,30100438,L60
1,30100438,L61
1,30100438,L61
1,30100438,L63
2,30100438,L64
1,30100438,L65
1,30100438,L65
1,30100438,L66
1,30100438,L66
1,30100438,L67
1,30100438,L75
1,30100438,L75
1,30100438,L75
1,30100438,L78
1,30100438,L78
3,30100438,L82
1,30100438,L85
1,30100438,L88
1,30100438,L89
1,30100438,L97
2,30100438,N11
1,30100438,N12
1,30100438,N12
1,30100438,N17
1,30100438,N20
1,30100438,N23
1,30100438,NS4
1,30100438,NS4
1,30100438,NS7
4,30100438,NS7
1,30100438,O25
1,30100438,O25
1,30100438,O32
1,30100438,O33
4,30100438,O33
1,30100438,O33
1,30100438,O34
1,30100438,O34
1,30100438,O35
2,30100438,O35
1,30100438,O35
1,30100438,O39
1,30100438,O41
1,30100438,O42
1,30100438,O42
1,30100438,O43
1,30100438,O43
1,30100438,O43
1,30100438,O43
1,30100438,O44
1,30100438,O45
1,30100438,O47
1,30100438,O49
1,30100438,O52
1,30100438,O52
1,30100438,O52
1,30100438,O53
2,30100438,O54
8,30100438,O54
1,30100438,O56
1,30100438,O57
1,30100438,O60
1,30100438,O62
1,30100438,O63
1,30100438,O64
1,30100438,O64
1,30100438,O65
1,30100438,O66
1,30100438,O67
1,30100438,O68
3,30100438,O69
1,30100438,O70
1,30100438,O71
1,30100438,O71
1,30100438,O72
1,30100438,O72
2,30100438,O72
1,30100438,O72
1,30100438,O73
1,30100438,O75
1,30100438,O76
1,30100438,O76
1,30100438,O77
1,30100438,O77
1,30100438,O78
1,30100438,O79
2,30100438,O80
2,30100438,O82
1,30100438,O83
1,30100438,O84
1,30100438,O85
1,30100438,O86
1,30100438,O87
1,30100438,O88
1,30100438,O88
1,30100438,O89
2,30100438,O90
1,30100438,O92
1,30100438,O92
1,30100438,O93
1,30100438,O93
1,30100438,O94
4,30100438,O94
1,30100438,O94
1,30100438,O96
1,30100438,O97
1,30100438,O99
1,30100438,O99
1,30100438,T01
1,30100438,T02
1,30100438,T03
1,30100438,T04
1,30100438,T04
1,30100438,T06
1,30100438,T06
1,30100438,T07
1,30100438,T09
1,30100438,T11
3,30100438,T12
3,30100438,T12
1,30100438,T13
1,30100438,T13
2,30100438,T15
1,30100438,T16
1,30100438,T16
1,30100438,T17
1,30100438,T18
1,30100438,T18
1,30100438,T19
1,30100438,T22
1,30100438,T23
1,30100438,T26
1,30100438,T27
1,30100438,T28
1,30100438,O80
1,30100438,T31
1,30100438,T31
1,30100438,T31
1,30100438,T31
1,30100438,T31
1,30100438,T34
1,30100438,T37
1,30100438,U05
1,30100438,U08
1,30100438,U13
1,30100438,U15
1,30100438,U15
1,30100438,U15
1,30100438,U15
1,30100438,U15
1,30100438,U15
1,30100438,U17
1,30100439,FBT
3,30100439,FDT
2,30100439,FDT
0,30100439,FDT
1,30100439,FKT
2,30100439,FKT
1,30100439,FMT
3,30100439,FMT
1,30100439,L27
1,30100439,L28
1,30100439,L29
1,30100439,L32
1,30100439,L32
1,30100439,L33
1,30100439,L33
1,30100439,L33
1,30100439,L33
1,30100439,L36
1,30100439,L37
1,30100439,L40
1,30100439,L42
1,30100439,L47
1,30100439,L48
1,30100439,L48
1,30100439,L48
1,30100439,L48
1,30100439,L50
1,30100439,L50
1,30100439,L53
1,30100439,L54
1,30100439,L56
1,30100439,L56
1,30100439,L57
1,30100439,L57
1,30100439,L57
2,30100439,L59
1,30100439,L60
1,30100439,L61
1,30100439,L61
1,30100439,L63
1,30100439,L65
1,30100439,L66
1,30100439,L66
1,30100439,L67
1,30100439,L67
2,30100439,L73
1,30100439,L75
1,30100439,L76
1,30100439,L78
1,30100439,L79
1,30100439,L80
1,30100439,L81
1,30100439,L82
1,30100439,L87
1,30100439,L88
1,30100439,L89
1,30100439,L94
2,30100439,L95
1,30100439,L97
1,30100439,L97
1,30100439,L99
1,30100439,N12
1,30100439,N17
1,30100439,N20
1,30100439,N22
1,30100439,N23
1,30100439,NS4
1,30100439,NS7
1,30100439,NS7
3,30100439,O25
3,30100439,O25
5,30100439,O25
1,30100439,O25
6,30100439,O33
12,30100439,O33
1,30100439,O34
1,30100439,O34
2,30100439,O35
2,30100439,O35
1,30100439,O35
1,30100439,O35
1,30100439,O35
1,30100439,O38
1,30100439,O38
1,30100439,O38
1,30100439,O39
1,30100439,O39
1,30100439,O40
1,30100439,O41
1,30100439,O41
1,30100439,O42
1,30100439,O43
2,30100439,O43
2,30100439,O43
1,30100439,O44
1,30100439,O45
2,30100439,O46
1,30100439,O47
1,30100439,O48
2,30100439,O49
2,30100439,O50
1,30100439,O51
1,30100439,O51
1,30100439,O51
1,30100439,O52
1,30100439,O53
1,30100439,O54
1,30100439,O54
2,30100439,O56
1,30100439,O56
1,30100439,O56
1,30100439,O56
1,30100439,O57
2,30100439,O60
1,30100439,O61
2,30100439,O62
1,30100439,O63
1,30100439,O63
1,30100439,O64
1,30100439,O64
1,30100439,O64
1,30100439,O65
1,30100439,O66
1,30100439,O67
1,30100439,O67
1,30100439,O68
2,30100439,O69
1,30100439,O70
1,30100439,O71
1,30100439,O72
1,30100439,O72
1,30100439,O72
1,30100439,O73
1,30100439,O75
2,30100439,O76
4,30100439,O76
1,30100439,O76
1,30100439,O77
1,30100439,O78
1,30100439,O78
1,30100439,O79
1,30100439,O79
1,30100439,O82
2,30100439,O82
1,30100439,O82
1,30100439,O84
1,30100439,O85
2,30100439,O85
1,30100439,O86
1,30100439,O86
1,30100439,O87
1,30100439,O87
2,30100439,O88
1,30100439,O88
1,30100439,O89
1,30100439,O89
2,30100439,O89
1,30100439,O90
2,30100439,O91
1,30100439,O93
1,30100439,O94
1,30100439,O94
4,30100439,O94
1,30100439,O96
1,30100439,O97
1,30100439,O97
1,30100439,O99
1,30100439,T01
1,30100439,T03
2,30100439,T04
3,30100439,T06
1,30100439,T06
1,30100439,T07
1,30100439,T09
1,30100439,T09
1,30100439,T11
1,30100439,T12
1,30100439,T15
1,30100439,T15
1,30100439,T16
1,30100439,T17
1,30100439,T18
1,30100439,T18
1,30100439,T18
1,30100439,T19
1,30100439,T20
1,30100439,T22
1,30100439,T23
1,30100439,T23
2,30100439,T24
1,30100439,T25
1,30100439,T26
1,30100439,T27
1,30100439,T28
1,30100439,T31
1,30100439,T31
1,30100439,T31
1,30100439,T31
1,30100439,T32
1,30100439,T34
1,30100439,T37
1,30100439,U04
1,30100439,U05
1,30100439,U08
1,30100439,U13
2,30100439,U15
1,30100439,U17
1,30100439,N02
1,30100470,FDT
1,30100470,O49
1,30100470,O78
1,30100470,O90
1,30100470,O90
1,30100470,O92
4,30100470,T01
1,30100470,T15
2,30100470,T16
2,30100470,T30
1,30100471,L97
2,30100471,O49
1,30100471,O49
1,30100471,O52
1,30100471,T01
1,30100471,T02
2,30100471,T09
1,30100471,T17
1,30100471,T17
1,30100471,T17
1,30100471,T30
1,30100471,T31
1,30100471,T31
1,30100472,L67
1,30100472,L89
2,30100472,O67
1,30100472,O78
1,30100472,O90
3,30100472,T01
1,30100472,T02
1,30100472,U05
1,30100473,FDT
0,30100473,FMT
1,30100473,O79
2,30100473,O90
1,30100473,T01
3,30100474,T01
1,30100474,U05
1,30100456,FBT
1,30100456,FBT
1,30100456,FDT
6,30100456,FDT
1,30100456,FDT
1,30100456,FKT
2,30100456,FKT
1,30100456,FMT
2,30100456,FMT
5,30100456,FMT
1,30100456,L28
1,30100456,L29
1,30100456,L33
1,30100456,L36
1,30100456,L38
1,30100456,L39
1,30100456,L47
1,30100456,L48
1,30100456,L48
1,30100456,L50
2,30100456,L52
1,30100456,L53
1,30100456,L54
1,30100456,L54
1,30100456,L56
1,30100456,L57
1,30100456,L61
1,30100456,L61
1,30100456,L64
1,30100456,L65
1,30100456,L65
1,30100456,L66
1,30100456,L67
1,30100456,L67
2,30100456,L67
1,30100456,L75
1,30100456,L76
1,30100456,L78
1,30100456,L82
1,30100456,L85
1,30100456,L88
1,30100456,L94
1,30100456,L97
1,30100456,L97
1,30100456,N11
1,30100456,N12
1,30100456,N17
1,30100456,N20
1,30100456,N23
1,30100456,N23
1,30100456,NS4
1,30100456,NS7
1,30100456,O24
2,30100456,O25
1,30100456,O32
1,30100456,O33
1,30100456,O33
2,30100456,O35
1,30100456,O35
1,30100456,O41
1,30100456,O42
1,30100456,O43
1,30100456,O45
1,30100456,O47
1,30100456,O49
1,30100456,O52
1,30100456,O53
1,30100456,O53
2,30100456,O54
1,30100456,O56
1,30100456,O57
1,30100456,O57
1,30100456,O60
1,30100456,O62
1,30100456,O62
1,30100456,O62
1,30100456,O63
1,30100456,O65
2,30100456,O68
1,30100456,O69
1,30100456,O70
1,30100456,O71
1,30100456,O72
1,30100456,O73
1,30100456,O75
1,30100456,O75
3,30100456,O76
1,30100456,O77
1,30100456,O78
1,30100456,O78
1,30100456,O80
1,30100456,O82
1,30100456,O82
1,30100456,O83
2,30100456,O84
2,30100456,O85
1,30100456,O86
1,30100456,O86
1,30100456,O87
1,30100456,O89
1,30100456,O90
1,30100456,O93
1,30100456,O94
1,30100456,O96
1,30100456,O96
1,30100456,O97
1,30100456,O97
1,30100456,O99
1,30100456,T01
1,30100456,T03
1,30100456,T04
2,30100456,T06
1,30100456,T07
1,30100456,T07
1,30100456,T09
1,30100456,T09
1,30100456,T11
4,30100456,T12
1,30100456,T13
3,30100456,T15
1,30100456,T16
1,30100456,T17
1,30100456,T18
1,30100456,T18
